아파트,동명,법정동,지번,거래금액,전용면적
예촌그린,,남현동,1072-46,"59,000",99.32
신림더루나,,신림동,1433-29,"50,000",25.92
동훈CDI,,신림동,551-42,"55,000",84.39
아이펠리스,,봉천동,179-2,"75,000",111.78
성우,101,신림동,10-622,"57,000",59.97
예성2차그린캐슬,2차,남현동,1134,"77,000",84.17
더블유에스타워,,봉천동,463-1,"18,300",19.63
예성그린캐슬1차,,남현동,1084-1,"94,500",84.76
푸리마타운,1,신림동,1639-51,"12,500",12.25
현대이즈빌,,남현동,1058-7,"70,000",84.99
신원메트로빌,,봉천동,870-13,"64,700",84.6
GS파크뷰,,신림동,406-69,"40,000",47.26
무학,101,봉천동,1531-39,"50,500",59.38
보라매해담채,,신림동,497-5,"12,250",13.23
청암두산위브센티움,청암두산위브센티움,신림동,86-3,"75,000",84.505
닷컴힐즈(1653-3),,봉천동,1653-3,"75,000",49.01
에셀비전21,,신림동,1720,"57,000",84.64
예성그린캐슬III,,남현동,1133,"72,500",84.38
청화,,신림동,1729,"59,000",81.35
대우디오슈페리움1단지,대우디오슈페리움1단지,봉천동,856-5,"140,000",130.18
흥화브라운빌,101,남현동,1132,"58,000",84.95
노블스톤,,남현동,1072-50,"58,000",100.42
금강아미움(104동),104,봉천동,1522-33,"84,700",71.3453
관악캐스빌,,봉천동,1690-162,"60,000",91.67
우정하이비전,102,신림동,1721,"68,000",84.58
미래한건(1563-78),,신림동,1563-78,"44,000",74.98
LIG5차,,신림동,233-11,"48,000",59.9
신림동이모르젠,,신림동,518-19,"57,000",80.23
새진(1653-10),,봉천동,1653-10,"56,000",83.55
닷컴힐즈,,봉천동,1653-1,"74,000",57.77
마에스트로캠퍼스타운,,봉천동,893-12,"12,800",13.15
예성그랑펠리체,103,남현동,1138,"88,000",73.55
보라매갑을,101,신림동,1718,"58,500",55.91
코스코수,코스코 수 아파트,봉천동,1616-11,"51,500",75.65
신화아트벨리1차,,신림동,587-98,"39,500",62.83
대우디오슈페리움2단지,대우디오슈페리움2단지,봉천동,856-1,"89,500",84.93
신림스카이아파트,,신림동,1744,"50,200",56.45
은천1,은천아파트 103동,봉천동,1707,"85,000",84.83
관악산대창센시티2차,201,남현동,1139,"64,000",84.46
신림동부센트레빌,104,신림동,1734,"85,500",84.93
서울대입구한양아이클래스,1,봉천동,1568-1,"18,000",16.58
벽산타운II,501,봉천동,1716,"79,400",79.28
위너스이즈,위너스이즈아파트,봉천동,1608-28,"42,000",59.74
카후나빌,1,봉천동,41-258,"44,500",55.09
산장그린,,신림동,412-137,"43,700",71.85
팔라시오,,남현동,1053-9,"53,500",72.25
남현동한일유앤아이,102,남현동,1136,"85,300",84.99
금강아미움(103동),103,봉천동,1522-30,"84,500",71.1203
코스모그린,,신림동,1425-4,"9,300",12.21
브라운스톤관악,,봉천동,1721,"73,500",59.67
제창그로힐,,신림동,1728,"59,800",59.52
(685-103),,봉천동,685-103,"29,000",51.42
금강아미움(101동),101,봉천동,1522-28,"84,000",71.1203
신성새실마을103동,103,봉천동,1605-40,"64,000",62.38
로마,,신림동,1725,"67,500",76.03
새진6차,106,봉천동,180-381,"55,000",83.03
관악월드메르디앙,,봉천동,1724,"69,000",79.27
월드,,신림동,667-16,"35,000",84.8
늘푸른,,신림동,610-265,"36,000",79.18
보라매스카이아파트(1739),,신림동,1739,"69,000",81.38
흥원,,신림동,1478-37,"40,000",118.8
관악위버폴리스,102,봉천동,859-17,"106,000",107.08
서울대역마에스트로,,봉천동,869-6,"17,000",19.46
다청림라인씨티,,남현동,602-17,"57,000",41.93
그대家,103,신림동,1727,"50,770",59.6
태흥,,신림동,1698,"43,300",59.86
금호(1차),101,신림동,1705,"50,000",84.96
신림동쌍용아파트,,신림동,1686,"60,000",84.88
지에스타워,주건축물제1동,서초동,1675-10,"45,000",26.05
더미켈란,,서초동,1494-4,"525,000",267.35
레미안서초6차(1520-9),602,서초동,1520-9,"161,700",113.94
(1617-21),1,서초동,1617-21,"105,000",111.16
urbanplace,1,서초동,1337-3,"18,800",20.998
서초동대우디오빌프라임,서초동대우디오빌프라임,서초동,1337-22,"70,000",57.88
성영,,양재동,206-7,"83,000",83.12
서초극동스타클래스,101,서초동,1616-10,"139,800",84.3
서초자연인아파트(101동),1,서초동,1344-22,"44,250",40.45
서초5차e편한세상,502,서초동,1467-62,"207,000",158.24
디아레나서초,102동,서초동,1588-5,"40,000",29.08
반포에스케이뷰,102동,반포동,112-15,"320,000",204.81
한라비발디스튜디오193,한라비발디스튜디오193,서초동,1363-25,"26,000",19.99
삼성서초가든스위트,2,서초동,1326,"285,000",164.36
롯데캐슬포레스트,,방배동,844-27,"350,000",239.33
몽마르뜨빌(577-3),,반포동,577-3,"79,000",76.56
현대슈퍼빌,B,서초동,1446-11,"305,000",205.67
현대반포빌라트B,비,반포동,77-1,"300,000",242.92
더샵반포리버파크,101동,반포동,114-1,"130,000",49.55
삼호가든맨션(5차),503,반포동,30-1,"349,000",142.11
방배홈타운(479-11),101,방배동,479-11,"90,000",87.51
방배아크빌,,방배동,848-1,"250,000",197.91
서초동삼성쉐르빌2,,서초동,1330,"29,700",35.22
방배CJ나인빌1차,,방배동,889-5,"152,000",137.3
서초대우아이빌,서초 대우아이빌,서초동,1675-11,"30,000",35.307
서초한신리빙타워,,서초동,1533,"65,000",42.55
현대ESA2,A,서초동,1542-6,"190,000",136.25
한신그린,,잠원동,65-8,"190,000",84.89
서초아파트,서초,서초동,1357-25,"89,500",71.515
서초네이처힐6단지,607,우면동,737,"117,000",59.99
레베빌2,,방배동,804-5,"296,500",244.44
신반포27,351,잠원동,56-2,"169,000",53.46
반포이안애1차,1차,반포동,99-2,"145,000",164.41
N-Suite(1513-2),2차,서초동,1513-2,"148,000",112.35
우솔마을서초리슈빌S아파트,101,우면동,764,"22,000",21.5893
방배아트e편한세상101,101,방배동,484-2,"159,000",108.98
경남아너스빌201동,201동,서초동,1456-2,"174,500",84.95
신원아침도시(1420),101,서초동,1420-18,"148,000",84.34
방배씨티(보성),,방배동,836-1,"114,500",74.16
서래아르드빌,,반포동,88-4,"170,000",189.86
서초롯데캐슬프레지던트,103,서초동,1681-8,"242,000",84.97
방배3차현대홈타운,301,방배동,2233,"220,000",122.961
서초화원그랑빌,,서초동,1510-15,"104,000",78.94
방배마에스트로,1,방배동,866-10,"87,000",29.28
신동아아파트(2차),8,서초동,1334-1,"328,000",166.1
그랑씨엘2000,,방배동,843-3,"190,000",185.11
UPPERHOUSE,1,방배동,12-1,"410,000",241.1
방배대우디오빌,,방배동,866-20,"29,500",28.84
대우아이빌,잠원동 대우아이빌 1동,잠원동,42-13,"42,000",27.07
더샾오데움(103동),103,서초동,1476-18,"230,000",171.036
대림e-편한세상1,102,방배동,884-21,"262,000",164.25
한솔로이젠트,1,양재동,11-17,"141,000",84.65
"마제스타시티(힐스테이트서리풀101,102동)",힐스테이트 서리풀 101동,서초동,1498-5,"174,000",59.97
방배2차상지리츠빌,,방배동,593-24,"217,000",163.48
쏠레뉴,,반포동,53-2,"173,000",115.92
풍림아이원플러스,풍림아이원플러스,서초동,1338-1,"29,400",27.643
데뜨아르,1,잠원동,67-1,"190,000",84.99
삼환바우스,1,서초동,1677-11,"123,000",84.98
선영베스트,,방배동,849-24,"140,000",96.66
명지해드는터,,방배동,593-64,"90,000",104.16
동고,104,우면동,59,"118,000",77.14
서초녹원,,서초동,1666-14,"111,000",59.78
방배서리풀힐스,(101동),방배동,915-16,"173,000",128.11
월드빌라트(798-5),,방배동,798-5,"235,000",201.71
신구하이텍빌리지,,방배동,865-24,"174,000",204.69
한신로얄,1,잠원동,63-34,"213,000",81.23
SK리더스뷰(파스텔시티),SK리더스뷰B동,방배동,444-3,"147,000",84.97
래미안서초유니빌,래미안 서초유니빌,서초동,1445-4,"45,000",45.255
롯데캐슬갤럭시,102,잠원동,50,"280,000",106.15
삼환나띠르빌(1002-21),101,방배동,1002-21,"137,500",92.93
미주파스텔,,잠원동,54,"157,000",59.76
신반포20,339,잠원동,60-78,"330,000",143.95
서초예성그린캐슬,,서초동,1667-2,"125,000",105.49
신동아아파트(1차),2,서초동,1333,"297,500",132.1
우성KBS(113동),113,양재동,160-2,"140,000",84.69
롯데캐슬헤론,105,방배동,754-1,"185,000",103.7
현대맨션,,방배동,1025-2,"186,000",205.35
우면파크아파트,,양재동,385-9,"83,000",68.12
신반포16,119,잠원동,55-12,"229,000",52.32
방배우성,103,방배동,2525,"204,000",117.19
현대멤피스,105,방배동,772-13,"282,500",158.82
노블레스,,잠원동,59-12,"230,000",152.01
래미안서초3차,101,서초동,1487-145,"200,000",180.27
서초네이처힐7단지,,우면동,735,"125,000",59.99
한신트리플,,방배동,816-1,"44,000",39.31
래미안원펜타스,,반포동,12,"390,500",107.8965
한신타워,102,잠원동,71-11,"198,000",59.4
리치팰리스,,방배동,808-8,"171,000",135.11
프리우스,,방배동,846-1,"116,000",75.32
서초동롯데캐슬리버티,101,서초동,1620-20,"195,000",125.79
현대타운,현대타운B,양재동,16-28,"102,800",84.11
방배디오슈페리움Ⅰ,방배디오슈페리움Ⅰ,방배동,3001-2,"195,000",130.14
반포르엘,105,잠원동,163,"524,000",121.6097
훼미리,2,잠원동,51,"204,750",84.9
방배자이,101,방배동,888-53,"268,000",194.92
서초쌍용플래티넘,서초쌍용플래티넘,서초동,1445-13,"103,000",72.47
반포두산힐스빌,,반포동,54-5,"94,000",47.7
반포르엘2차,201,잠원동,164,"390,000",84.1269
방배아크로리버,103,방배동,752-36,"240,000",149.225
현대동궁아파트,101,반포동,64-5,"155,000",70.38
한신진일빌라트,,잠원동,61,"313,000",148.93
신반포19,330,잠원동,61-2,"320,000",107.01
방배3차e-편한세상,,방배동,797-30,"329,000",202.4635
반포훼미리(102동),102,반포동,712-19,"132,000",71.88
반포센트레빌아스테리움,102,반포동,1344,"308,000",88.932
서초네이처힐1단지,110,우면동,707,"146,000",84.73
한라,,우면동,67,"106,000",59.98
빌라도르,,방배동,840-10,"130,000",108.84
래미안신반포리오센트,104동,잠원동,161,"320,000",84.92
엘에이치서초5단지(토지임대부아파트),,우면동,789,"114,500",84.95
서초포레스타6단지,603,신원동,619,"135,000",59.98
서초네이처힐2단지,205,우면동,712,"124,500",59.99
동원베네스트아파트,102,서초동,1350-13,"153,000",84.9
서초현대,102,서초동,1648-2,"125,000",54.45
서초더샵포레,101,내곡동,411,"153,000",84.6
삼성래미안1,103,방배동,2626,"148,000",84.91
방배한화,101,방배동,169-24,"119,000",84.7
서초태동스위트,,서초동,1668-1,"102,000",82.94
서초중흥S-클래스(도시형생활주택),1,서초동,1451-89,"20,400",22.37
프레스턴클레식,,반포동,612-49,"320,000",215.06
브라운스톤방배,,방배동,899-16,"191,000",84.96
서초금호어울림,,서초동,1467-97,"198,000",146.13
네스코뮤즈빌(A),,방배동,971-8,"140,000",132.74
신반포자이,107,잠원동,160,"295,000",59.86
상지리츠빌8차,,방배동,1-35,"185,000",125.84
신반포25,345,잠원동,61-1,"299,000",84.49
방배2차현대홈타운,201,방배동,2001,"260,000",147.26
한신서래,4,반포동,70-1,"142,000",45.72
방배 서리풀 그랑블,102동,방배동,3279,"182,000",84.979
강남태영데시앙루브,,서초동,1303-35,"130,000",84.43
삼호2,7,방배동,758-4,"205,000",132.39
대우(효령),102,방배동,1038,"177,500",84.91
방배신삼호,가,방배동,725,"266,000",105.04
티에스프리우스,,서초동,1625-7,"130,000",108.34
한강,,잠원동,49-8,"260,000",84.53
서초2차e-편한세상,202,서초동,1529,"210,000",116.745
유원서초,103,서초동,1687,"202,000",84.87
새티스,,양재동,359,"135,000",116.79
극동스타클래스2,201,서초동,1615-10,"129,000",59.97
반포센트럴자이,105,잠원동,162,"465,000",98.87
방배신동아럭스빌,,방배동,1026-14,"260,000",164.43
네오빌,,논현동,55-12,"440,000",128.26
EGSoulLeader,역삼동 EG SoulLeader,역삼동,828-28,"20,000",17.03
현대삼성동1차,101,삼성동,57-9,"258,000",159.69
논현한가람빌라트,,논현동,105-3,"148,500",90.94
리치타워,,역삼동,604,"69,000",89.83
호원빌라,,청담동,115-17,"460,000",244.49
이니그마빌-III,,도곡동,201,"570,000",240.55
래미안삼성1차(105-0),504,삼성동,105,"222,500",84.95
신사아이빌(522),,신사동,522,"138,000",84.93
현대4차저층(51~56동),51,압구정동,462,"520,000",117.9
쌍용플래티넘,A,삼성동,117,"240,000",152.25
메트로,,대치동,901-51,"100,000",99.26
삼성동롯데캐슬킹덤,102,삼성동,43,"212,000",148.5
타워팰리스3,지,도곡동,467-29,"377,000",141.381
이스턴오피스텔,역삼동 업무시설 및 도시형생활주택,역삼동,735-15,"16,500",14.78
힐타워,,논현동,53-1,"125,000",134.83
호산프라자,,삼성동,37,"33,300",33.6
아펠바움,1,삼성동,99-3,"750,000",241.83
"청담2차이-편한세상(201동,202동,203동)",202,청담동,14,"215,000",112.5
강남신동아파밀리에1단지,103,세곡동,508,"101,000",59.88
진넥스빌2,,역삼동,706-24,"21,000",23.85
삼성동중앙하이츠빌리지,104,삼성동,14-1,"203,500",59.92
논현아트빌,,논현동,215-14,"80,000",84.84
목화,,청담동,105-6,"260,000",133.97
노블스위트,,역삼동,747,"61,000",78.94
삼성동센트럴아이파크,304,삼성동,188,"280,000",84.99
요진와이시티미니,요진와이시티미니,역삼동,727-9,"17,000",12.1
경남2차,8,개포동,649,"275,000",182.2
아름빌(889-74),,대치동,889-74,"30,000",30.46
두산위브1단지,102,논현동,252-1,"165,000",84.914
청담스위트,,청담동,34-13,"22,900",13.425
풍림아이원아파트,,대치동,910-4,"155,500",84.87
강남신동아파밀리에2단지,206,세곡동,511,"118,000",84.98
포이벨리,,개포동,1164-28,"89,000",84.69
현대아파트101동,101,삼성동,6,"151,500",59.83
"청학아파트에이동,비동,씨동",씨,논현동,62-3,"152,500",97.18
프리마빌,,역삼동,727-11,"102,000",102.79
강남센트럴아이파크,101,역삼동,902,"245,000",59.994
세곡리엔파크(3단지),307,세곡동,516,"122,000",84.96
하이페리온,,도곡동,968,"245,500",184.31
개포자이,103,개포동,12-2,"273,000",134.3
래미안삼성1차(103-22),,삼성동,103-22,"212,000",84.96
강남서해그랑블,역삼종합시장 더블루,역삼동,796-29,"92,000",71.26
논현동월드메르디앙,,논현동,212-13,"135,000",84.9914
개포2차현대아파트(220),220,개포동,655-2,"189,000",77.75
청담디에브스아파트,,청담동,62-6,"67,000",56.89
한솔마을,104,일원동,731,"205,000",84.73
논현베르빌,101,논현동,214-2,"141,000",111.36
"현대1차(12,13,21,22,31,32,33동)",21,압구정동,369-1,"650,000",161.18
현대아인빌,,신사동,569-1,"199,000",138.42
세방하이빌1,,역삼동,771-4,"120,000",59.77
청담어퍼하우스,청담 어퍼하우스,청담동,64-1,"740,000",197.73
한양수자인어반게이트,,논현동,221-7,"20,800",16.2
우성캐릭터199,2,도곡동,467-24,"246,000",164.97
동원스위트뷰역삼,1,역삼동,745-13,"120,000",84.83
필로스(193-45),,도곡동,193-45,"147,000",128.33
한양4,42,압구정동,486,"710,000",208.65
대치동우정에쉐르2(890-42),,대치동,890-42,"87,500",68.59
청담대림이-편한세상,102,청담동,30-33,"200,500",81.84
강남역우정에쉐르,,역삼동,823-7,"19,700",17.13
삼성3차,302,대치동,1016-2,"290,000",144.09
대치푸르지오발라드,1동,개포동,176-2,"102,102",41.3882
뉴현대파크빌,,개포동,1164-30,"74,000",69.86
두산위브2단지,202,논현동,258,"196,000",106.829
"현대10차(201,202동)",202,압구정동,436,"427,000",108.15
삼환SOGOOD,,대치동,938-16,"190,000",105.6
압구정대원칸타빌아파트,101,신사동,659,"214,000",113.31
대치동우정에쉐르1,,대치동,891-28,"79,200",59.75
경남1,2,개포동,649,"322,000",123.28
현대아파트3,5,개포동,177,"224,000",84.87
"대치우성아파트1동,2동,3동,5동,6동,7동",1,대치동,63,"270,000",84.69
쌍용대치2,7,대치동,65,"335,000",120.76
포스코트,,삼성동,146,"315,000",154.24
지고하임(102동),102,논현동,44-9,"127,500",77.61
도곡현대힐스테이트101동,,도곡동,183,"250,000",171.58
강남한신휴플러스6단지,610동,율현동,365,"115,000",59.98
개포우성3차,5,개포동,652,"310,000",133.46
현대아파트(75-1),102,청담동,75-1,"380,000",159.08
래미안신사,101,신사동,506-9,"218,000",84.89
역삼디오슈페리움,1,역삼동,832-5,"125,300",84.34
한신엠비씨,5,도곡동,895-8,"172,000",58.46
강남브리즈힐(토지임대부아파트),406,자곡동,618,"95,000",74.04
역삼동우정에쉐르1,,역삼동,826-29,"81,000",71.78
신성아파트101동,101,신사동,622,"195,000",84.9
